userName,score,at,content
Muhammad Try Alfian,5,2026-04-17 08:44:56,"sangat memudahkan dalam pembayaran pajak tahunan, dengan catatan kendaraan sudah a.n dalam 1 KK.. bisa kirim ke alamat sejauh apapun itu."
asep Saprudin,5,2026-04-17 08:37:46,lebih mudah bayar pajak kendaraan
hadi darmawan,5,2026-04-17 08:11:10,jadi lebih mudah .
Seftiana Official,5,2026-04-17 07:40:23,Mudah cepat dn terpecaya
Handi,5,2026-04-17 07:38:32,Alhamdulillah sejauh ini apk signal tidak ada masalah alias aman aman saja
Abdul Basith,5,2026-04-17 07:29:25,Alhamdulillah... Sangat membantu.
Darmawan Sumardjo,5,2026-04-17 07:16:33,"Awalnya ragu memperpanjang STNK via aplikasi ini. Setelah dicoba, memuaskan. Hanya perlu proses semingguan sampai STNK diterima di rumah... Top..."
Albertus Anton,5,2026-04-17 06:54:27,"aplikasi yg sangat membantu dan mudah di gunakan, simple, cepat, berharap pelayanan publik lainnya bisa mencontoh layanan aplikasi signal ini, 2 jempol buat signal"
axelle nuria sadina,1,2026-04-17 06:13:38,"sdh daftar, isi data, verifikasi, pas di coba cek pajak tdk bisa, no rangka tidak seusia lah, sistem tidak berfungsi, apalah ini aplikasi, tidak bergunaaa!! mau daftar isi kendaraan aja tdk bisa, data tdk sesuai suruh ke dukcapil segala, padahal semua jelas dan sesuai"
Rahma Fauziah,5,2026-04-17 06:09:08,"keren bgtt sii, transaksinya cepett, aku bayar online karna lg diluar kota, awal nya ragu takut lama dateng dokumen nya, aku pake yg express tapi keren nyaa besok nya langsung datengg, goodddd bagusss bgtttttt💗🤩"
Oim Lintang,5,2026-04-17 05:38:41,oke
steelcraft indo,1,2026-04-17 05:35:35,Menunya mbok di tambahin pak pol untuk kendaraan atas nama orang lain biar gampang bayar pajaknya
adesarif79,5,2026-04-17 05:34:59,Prosesnya transaksinya sih cepat dan gampang cuma pengiriman nya aja yang lumayan lama...
Hendri Blink,5,2026-04-17 05:26:13,"Bagus mempermudah bayar pajak tahunan, dan pengesahannya bs dikirimkan langsung ke rmh"
Devi Susanti,1,2026-04-17 05:18:05,aplikasi gak bisa dipakai tidak bisa registrasi kendaraan tidak bisa cek pajak pikir tadi download biar mempermudah kl gini mah mending uninstall lg menuh2in memori hp
Ahmad Novy,4,2026-04-17 04:34:23,"Sip Mantap dan lanjutkan dan kembangkan lagi,untuk pengiriman sedikít lama tolong ditingkatkan lagi"
Susanto,5,2026-04-17 04:23:12,mantap akurat
Dadang Darusalam,5,2026-04-17 03:58:30,"Meskipun dipermudah dengan aplikasi, akan tetapi dalam prosesnya terkendala (Lambat Proses) transaksi tgl 06 April 2026 dokumen diterima tgl 15 April 2026"
Ricky Darmawan,1,2026-04-17 03:40:27,ga bisa registrasi
Ekajayanti Kining,1,2026-04-17 03:34:15,kok verifikasinya selalu gagal ya. sdh berulang² kali di coba selalu gagal untuk verifikasi
meidy junaidy,5,2026-04-17 03:29:22,mantap
Gunawan Awan,1,2026-04-17 02:33:46,"hallo kapan dikirim loh document fisiknya, udah 1 minggu lebih tak dikirim2 biaya kirim sudah di bayar lunasssssssssssss tolong di blsssss"
Daffa N (Finnn),1,2026-04-17 01:02:13,"Sampe sekarang jam 7.56 itu OTP belum masuk juga, dari sekitar jam 6. Belum mulai jam kerja gitu? Baru bisa komplain di sini, soalnya belum bisa masuk ke aplikasinya, karena OTP tak kunjung datang"
Muhamad Herman,3,2026-04-16 23:40:38,"proses pengiriman STNK lama,hampur 1 bulan"
Ihsan Taufiq,4,2026-04-16 22:46:01,bayar pajak disini lebih simpel daripada bayar di kantor samsat yang harus pake fotokopi KTP STNK berlembar-lembar.
Chandra23 Basuki,5,2026-04-16 22:31:44,Saya tanggal 10 April 2026 mendaftarkan pajak motor online melalui aplikasi SIGNAL berhasil dan alhamdulillah sudah terbayar.. Simpel dan praktis pembayaran lewat online.. Saya suka dengan aplikasi ini.. Tapi sekarang mau bayar online kembali kenapa aplikasi SIGNAL gagal terus.. Mohon dengan sangat secepat nya kendala ini di perbaiki.. Karena aplikasi SIGNAL ini sangat mempermudah pembayaran Pajak kendaraan.. Terima kasih
Deni Hamdani,5,2026-04-16 21:18:10,mantap responsif mudah
Herry Yudistira,1,2026-04-16 18:30:14,"aplikasi anehhhh, di suruh verifikasi tapi selalu gagal, aneh aneh memang, mending aplikasi di pegang swasta, klau negri yang pegang memang ga beres, aneh, dah seminggu selalu di suruh verifikasi tapi selalu ga acc, apapun yang di pegang negri gak ada yang beres, cuman mau cek pajak aja harus verifikasi data, apa hubunganya mau cek dan bayar pajak sama data diri untuk verifikasi, kayak mau pinjol, aneh betul emng sistem nya,"
Atikno Ca-no,5,2026-04-16 15:15:51,lanjutkan
Chiby Cihuy,5,2026-04-16 15:06:50,"allhamdulilah sangat membantu,dikala sibuk kerja, trimakasih signal"
Furam Albantani,5,2026-04-16 15:01:55,👍👍👍
604_Hanafi Rumadan,5,2026-04-16 14:47:02,mempermudah bayar pajak
Winda Terresia,5,2026-04-16 14:44:59,"cepat, praktis"
Away Maulana,5,2026-04-16 13:54:30,praktis.mantap
unge cute,5,2026-04-16 13:44:41,"Keren bgt bisa online, tinggal duduk manis dirumah, terima kasih yaa"
Ari Wijaya,2,2026-04-16 13:41:07,"Biasa dokumen dikirim sekalian dgn Plastik Mika kantong STNK, ini hanya dikirim 1 lembar lunas pajak kendaraan saja. Apakah sampe 1 lembar plastik pelindung juga mau dikorupsi ?? . Samsat Cikarang, Kab.Bekasi"
Zoro Ray,5,2026-04-16 13:20:13,walaupun agak lama cuman dokumen terkirim terimakasih pak pol
diodazener,2,2026-04-16 13:17:39,"buka aplikasi signal, mau perpanjang stnk. diminta verifikasi akun, sdh dilakukan dengan benar. gagal terus pie iki ?"
Rita Maghfirah,5,2026-04-16 12:48:31,"sesuai harapan,tepat waktu"
Humaid Dimyathi,5,2026-04-16 12:45:32,good apps
TUF Sportswear,5,2026-04-16 12:39:24,"Aplikasi sangat berguna untuk bayar pajak kendaraan, nggak perlu ngantre, nggak perlu buang"" waktu, cukup klik dan klik, lalu di bayar dan stnk nya dateng di rumah, mantab"
Sutrisno Putro,5,2026-04-16 11:50:47,"Sangat Baek,hanya waktu tggu agak lama.. mungkin bisa di peringkat lagi.."
Tiominar Sinurat,5,2026-04-16 11:40:27,Bayar pajak tanpa antri. Dokumen dikirim langsung ke rumah. Sangat membantu.
Alippuddin Siregar,5,2026-04-16 11:28:57,instan dan praktis
Ferry,4,2026-04-16 11:28:40,"Overall Oke, aplikasi mudah di gunakan pengiriman juga akurat, tapi ada beberapa catatan : 1. Offline dapat plastik STNK sedangkan online tidak. 2. Sudah 2 kali pengiriman tidak dapat stiker hologram 3. Untuk hasil print, ada beberapa karakter yang mirip terlihat sama."
ARIS MARJUKI,1,2026-04-16 11:27:54,setiap mau daftar akun gagal trs
Adi sh,1,2026-04-16 11:01:39,gak mutu. mau daftar gagal² Mulu👎
Erwin Sugiarto,5,2026-04-16 10:13:10,mantap ga perlu ngantei nungu di rumah 7 hari jadi
Najarudin Khayla,1,2026-04-16 10:01:34,"lambattt!!!! 21 hari setelah pembayaran baru dikirim, itu juga harus dichat dan email berkali-kali setiap hari. payah👎"
Susanto Susanto,5,2026-04-16 09:48:41,ok
Imam Prasetyo,1,2026-04-16 09:42:45,makin gak bener aja nih aplikasi...masa cek pajak harus pake email no telpon yg punya motor... pembayaran pajak lancar = pemasukan ke daerah meningkat...kalo gak mau duit pajak its OK
Elwin Sinaga,5,2026-04-16 09:35:20,aplikasi bagus dan amanah
miss tie,5,2026-04-16 09:15:06,"udah 3x menggunakan aplikasi ini utk bayar stnk, bagus..pertahankan dan tingkatkan pelayanan ke masyarakat"
marcos opung,1,2026-04-16 09:12:37,kode otp selalu GK bisa
desi herma,1,2026-04-16 08:56:52,mau ngecek susah amat gagal terus
Aldi Kumakaw,3,2026-04-16 08:45:19,gimana cara masukan email
Rizqi Fathurrohman,1,2026-04-16 08:25:52,"mengecewakan, mau verifikasi data gagal terus, akhirnya terpaksa hubungi cs, setelah hubungi cs dan verifikasi data berhasil malah gagal pas pendaftaran kendaraan, katanya data yg di masukkan salah tidak sesuai harus dilakukan perbaikan di Dukcapil/Samsat, hubungi cs lagi lama bgt responnya, csnya ngapain kali"
Riyan Nadia,5,2026-04-16 08:25:48,gercep mantap
Siti Nurmaya,5,2026-04-16 08:10:49,"dengan membayar pajak lewat Signal lebih mudah, cepat, anti ribet, anti cape hrs antri.. top SIGNAL"
Mirna Amelia,5,2026-04-16 08:06:12,"membantu sekali untuk yg kerja gak dapat liburr. malas,ngantri dan ke ke Samsat langsung, 2x perpajakan disini saja ♥️♥️"
Nur Rochman,2,2026-04-16 07:59:59,"verifikasi account gagal trus, d minta tunggu beberapa menit, tp tidak ad nofikasi lanjutan, d ulang2 trus coba verifikasi sll tunggu beberapa menit trus"
wahyu setyaningrum,5,2026-04-16 07:52:29,"apakah apknya sedang bermasalah? saya klik pajak kendaraan koh gak bisa² padahal mau bayar pajak jee bentar lagi expired, huhu"
Deni Priatna,5,2026-04-16 07:37:12,sangat membantu sekali tidak usah pulang kampung untuk perpanjangan terima kasih
Aditama dev,1,2026-04-16 07:34:33,"hadeh, aplikasi gagal verifikasi wajah terus, via offline diminta i uang tambahan.ane mau bayar pajak padahal.susah memang tinggal di negara konoha"
Abad Santos,5,2026-04-16 07:33:20,alhamdulillah jadi lebih mudah
haris prasetyo,2,2026-04-16 07:20:37,layanan tidak tersedia atau coba beberapa saat lagi terus menerus. kenapa y?
Asa Jaya Mandiri,5,2026-04-16 07:04:21,mantap.. ini mempermudah bagi orang yang gak ada waktu
Buntel Item,5,2026-04-16 07:04:10,jos jis mantap
Sri Putrirahmi,1,2026-04-16 06:52:29,kenapa status dokumen tidak berubah padahal sudah lewat 3hari
adam muhammad Ridwan,1,2026-04-16 06:43:58,"mohon tunggu beberapa waktu Mulu , apa emang sebenarnya g bisa"
Fakhrurraji,5,2026-04-16 06:40:47,sangat memudahkan.
Ayu Rinawati,5,2026-04-16 06:17:57,proses mudah dan cepat
Ali Sobri,5,2026-04-16 05:19:37,kemudahan transaksi pajak
agung rizki apriansyah,5,2026-04-16 04:26:30,sangat memudahkan pembayaran pajak kendaraan bermotor
pangeran kodok,1,2026-04-16 04:20:29,"aplikasi pemerintah gak ada yg beres 👎 disuruh verifikasi email, udah diverifikasi malah keterangannya ""Akun sudah tidak ada"" 🐒"
Ahmad Rofi,2,2026-04-16 04:09:26,"ini gmna signal,udh bayar tpi STNK udh 7 hari kaga di kirim,mau komplain ke aplikasi tpi yg jawab komputer,gmna ini KDM"
Neng Sari Nengsih,1,2026-04-16 03:49:32,kenapa perpanjangan STNK plat kuning saya lama belum jadi udh 2 mingguan
Bestian Venter Panggabean,1,2026-04-16 03:38:12,aplikasi sampah
Ikhsan Santuy,3,2026-04-16 02:40:44,waktu login gangguan beberapa hari pengiriman tidak ada telpn dari kurir
Ripan Official,5,2026-04-16 01:55:03,semenjak bisa bayar pajak online jadi lebih mudah gak mesti k samsat lagi
ahmad priady,5,2026-04-16 01:29:26,sangat membantu jadi gk perlu ribet dateng buat ngurus tinggal nunggu di rmh di anterin dokumen nya
Vino Vino,5,2026-04-16 01:10:27,"Sangat mempermudah bagi yang memiliki pekerjaan jauh ,tidak perlu balik cukup bayar pajak lewat signal ,sangat rekomend si . trima kasih 🙏"
Achmad Khaerudin,5,2026-04-16 00:57:55,aplikasi yang bagus sangat memudahkan bagi yang kerja dan mobilitasnya tinggi
Mohamad Sodeli,5,2026-04-15 23:36:43,"Pelayanan ini sangat bagus mempermudah dan menghemat waktu, dan tepat waktu."
Andre P.W,1,2026-04-15 23:28:00,ga bisa pake bayar pajak tulisannya gagal terus
Andi Ono,1,2026-04-15 22:52:56,"Mohon diperbaiki fitur dan bug nya. Karena saat mengusi berkas kendaraan selalu muncul keterangan ""KENDARAAN BERMOTOR ANDA TIDAK BERHASIL DITAMBAHKAN"""
Ratna Dwi,5,2026-04-15 20:54:56,jd lebih mudsh dan cepat
Fery Vivo,5,2026-04-15 20:50:15,"mantap , membantu banget, sukses sellau"
SejuK ChaneL,5,2026-04-15 16:17:25,"Proses mudah dan Pengiriman stnk pajak cepat sampai,jumat proses,senin sampai"
johni chandra,5,2026-04-15 15:28:04,Pelayanan sangat memuaskan dan cepat.
Kang Suryana,2,2026-04-15 13:09:30,untuk kurir kenapa mahal banget sih.paling murah 22500 mending kalo imbang sama pelayanan.udah bayar mahal nyampenya 3hari. belanja di olshop ongkir gratis sehari bisa nyampe.pantas sj kurir itu ga laku😁
Liu Toriko,5,2026-04-15 12:31:27,"Terimakasih, aplikasi sangat berguna"
Rendy febrian,3,2026-04-15 12:26:01,"aplikasi nya bagus mempermudah saat pembayaran pajak, cuma saran aja buat kurir pengiriman stnk nya lain kali kerja yg jujur,pembayaran sudah lunas lewat aplikasi tapi di pinta uang lagi sama kurir nya dengan meminta uang seikhlasnya aja buat beli roko.di komplain dan dikirim bukti pembayaran nya malah ngotot dan ga ngakuin kesalahan nya. tau gitu mending ambil stnk sendiri aja"
Danie Poetra,5,2026-04-15 12:11:50,Alhamdulillah sudah sampai dengan baik
Puja,1,2026-04-15 11:45:09,"aplikasi ga gunaa sudah verif, cek pajak bayar pajak ga ada yg bisa, lapor via email ga di respon bubarin aja dah ni apk"
Ahmad Madani,1,2026-04-15 11:41:14,"gak bisa cek pajak kendaraan, gak bisa bayar, ini aplikasi cuma ambil data pribadi orang aja, mana udah foto ktp sma selfie lagi"
Gusti Ahta Virgo,5,2026-04-15 11:12:34,alhamdulillah bayar pajak lebih mudah
Sriyanto,5,2026-04-15 10:31:32,"memudahkan masyarakat dalam hal membayar pajak kendaraan , mohon di cantumkan estimasi mulai dari transaksi berhasil hingga proses selesai nya ,trimakasih SIGNAL - SAMSAT"
Gunardi gun,5,2026-04-15 09:26:35,proses cepat semoga kedepannya untuk yg 5 tahunan bisa via signal juga
OmBob 08,5,2026-04-15 09:19:56,Alhamdulillah sangat membantu
Salomo Nainggolan,5,2026-04-15 09:16:01,mantap bayar pajak tidak ribet
Adi Heryanto,5,2026-04-15 09:14:22,"FAST banget, ga perlu antri ke samsat, good job samsat digital🔥"
Fahmi Mandahiling,5,2026-04-15 08:42:37,terimakasih semakin cepat dan membantu sekali proses perpanjang via digital. mantap
Supriadi Handoko,5,2026-04-15 07:51:00,baik
Akhmad Efendi,5,2026-04-15 07:46:25,"diterima dengan baik, cuma prosesnya cukup lama hingga sampai ke tangan pemilik, semoga kedepannya lebih baik lagi, untuk yang lain sudah oke, tks kantor pos dan satlantas"
Dony Wijaya Saputra,5,2026-04-15 07:32:41,bagus... praktis... merasa terbantu banget dengan posisi saya yang jauh dari kampung halaman.. bisa kirim ke seluruh indonesia... bagus...mantulll Terima kasih SIGNAL
Aswin Nimanuho,5,2026-04-15 07:28:15,"mantap, jadi mudah perpanjang pajak"
Muhamad Joko Susanto,5,2026-04-15 06:46:41,cepet juga 3 hari yg tahun lalu 10 hari...lebih baik dr tahun ke tahun....memudahkan sih....kalo bisa pembayaran QRIS SDH aktif dan penghapusan online motor yg sudah di jual...biar progresif nga jalan terus
Adek May,3,2026-04-15 05:57:02,2 minggu baru selesai pelayanan buruk di bapedajatim slow respon. klo buru buru mending jangan di online:)
Ratna,5,2026-04-15 04:32:34,"bayar pajak lebih mudah , kebetulan lagi d luar provinsi tapi tetap bisa bayar pajak motor tepat waktu"
Yanuar Arif,5,2026-04-15 04:27:10,"bagus aplikasinya, kalau bisa pajak 5 tahunan/ ganti plat bisa bayar disini juga biar ga repot ke samsat"
Herman Winarta,5,2026-04-15 04:02:56,"sangat membantu, kalau bisa untuk yg ganti plat nomer juga bisa di lakukan di signal ini, sangat baik Makin lengkap dengan adanya lapor jual kendaraan , bravo Polri kalau bisa di tambah informasi dan fhoto etilang agar saat bayar pajak stnk di blokir karena etilang tetap bisa dilakukan dengan tambahan denda etilang. Pajak dan denda tilang bisa satu aplikasi sangat membantu sekali"
Iwansetiawan Setiawan,1,2026-04-15 03:52:19,sangat jelek sangat buruk sudah login tapi ga bisa bayar pajaknya.yg serius dong lalau bikin apk.apk pemerintah ga bagus👰‍♀️
Pandu Bagus,1,2026-04-15 03:49:44,"tidak bisa di gunakan,setiap daftarkan kendaraan selalu sedang tidak ada layanan."
Supar,4,2026-04-15 03:37:47,"sebenarnya aplikasi mempermudah,tp respon customer service lama, pemrosesan lama, ongkir nya lumayan mahal,naik 100% dari tahun 2024,admin bank juga mahal cuy."
Puji Ono,5,2026-04-15 03:24:24,cepat & tidak ribet
Albima Umari Sofyandani,5,2026-04-15 03:11:17,"terbaik, pembayaran sabtu, Rabu dokumen sudah diterima. terima kasih"
Aura Kanita,5,2026-04-15 02:46:01,"sangat membantu bagi yang tidak punya waktu untuk keluar, terimakasih"
Febrian Rahmadi,1,2026-04-15 02:10:42,"ni apl amps bgt sih verifikasi akun aj gk bisa"" gagal trs,"
Saud Sigalingging,5,2026-04-15 02:09:02,mantab
Nai,5,2026-04-15 01:28:26,"Alhamdulillah memudahkan, walaupun ada bayar adminnya dan yg lainnya.. terimakasih Signal sudah memudahkan"
azzam Cihuy,5,2026-04-15 01:26:33,"sangat sekali membantu, dan bermanfaat"
Ferdi Rahmansyah,5,2026-04-14 23:29:45,"sangat membantu sekali, dan lebih efisien klo bisa 5 tahun ganti kaleng lwt applikasi gesek rangka by data input di menu tambahan di SIGNAL ( samsat ) mengurangi PUNGLI bila ONLINE"
umiati ayuning tias,5,2026-04-14 22:50:40,ok
Saeful Amirudin,1,2026-04-14 21:10:16,"semua opsi, layanan tidak tersedia"
Hurin,5,2026-04-14 18:23:21,"interface mudah dipahami, proses registrasi hingga pembayaran mudah dan cepat. namun status pengiriman lama updatenya, better cek resi manual menggunakan website pos indonesia"
Paul Bianca,5,2026-04-14 17:18:47,Sangat membantu dan lebih simple
Agus wahyudi,5,2026-04-14 17:00:43,Bayar pajak motor jadi lebih mudah
pejuang keadilan,5,2026-04-14 16:42:29,cepat dan no ribet
Nofri Wandi,5,2026-04-14 15:05:50,uda 3 x urus melalui signal... ok. trs tingkat kan...
Aris Medellu,5,2026-04-14 14:51:55,Jangan terlalu malam antarnya
Green Zay,5,2026-04-14 14:13:25,"terimakasih, meLaLui apLikasi signaL pengurusan pajak kendaraan menjadi mudah, dan Hemat waktu terimakasih"
Riansyah rian,5,2026-04-14 13:50:50,mudah-mudahan bisa lebih cepat lagi proses dan pengirimannya maksimal di 3 hari kerja biar orang tidak menunggu lama. tapi keren tidak buang waktu buat perpanjang
Ivan Fadilah,5,2026-04-14 13:39:55,"tahun ke 2 pengurusan pajak tahunan motor via signal, semoga fitur bayar pajak kendaraan bukan atas nama sendiri terealisasikan secepatnya. karena mau bayar pajak mobil selalu pakai biro jasa, terkendala ktp pemilik lama."
Fauzan Hidayat,5,2026-04-14 13:37:23,"apk ini mempermudah saya bayar pajak STNK ,tidak harus ke Samsat dan STNK bisa di kirim sesuai domisili terbaru 👍🏻"
Andi Rahmadi,5,2026-04-14 13:25:14,"Dengan adanya fitur ini sangat membantu kami,dalam membayar pajak,proses sangat cepat, terimakasih"
Key Road,5,2026-04-14 13:09:27,ok sangat membantu
Supi Supi,1,2026-04-14 13:08:48,lemot bapak ..perbaiki jangan maen hp aja
Wildan Abdul Azis,1,2026-04-14 13:02:33,"pembayaran tgl 24 maret, baru dikirim 14 april, itupun karna komplen, tidam siap digital"
Siti riri Aliyah,5,2026-04-14 12:49:07,aplikasi mantaps bagus dan sangat membantu
Rafly alfazry,5,2026-04-14 12:47:44,"aman , ga ribet"
rydu_official TV,5,2026-04-14 12:41:12,"sangat membantu,semoga kedepan'nya bisa bayar pajak atas nama perusahaan"
Pemanjat Receh,3,2026-04-14 12:40:30,"perbaiki LG. setiap daftar kendaraan selalu ""layanan tidak tersedia"""
Aiku Tutor1,5,2026-04-14 12:35:51,mantap
bambang wijonoto,5,2026-04-14 12:35:37,mantab
Husnul Bawazir,5,2026-04-14 11:54:51,oke
Yudi Adiyatna,1,2026-04-14 11:48:40,"pembayaran dari 10 maret sampe sekarang STNK tu ak kunjung datang,apa nanti tahun depan dikirimnya yah"
Kuple Vespa,5,2026-04-14 11:32:21,"sangat membantu yg tida punya hri libur. byar ojek nya cuma ketik"" di hp nyampe STNK ke rumah Tampa ngantri"". mksih untuk smuanya"
Deni Palison,5,2026-04-14 11:26:38,sangat membantu..tolong tingkatkan semua fitur agar semakin mempermudah rakyat..
vortex fc,3,2026-04-14 11:13:42,"susah di cerna,ribet,mirip petugas lapangan,bulet,jlimet"
Roni H,1,2026-04-14 11:12:33,susah bayar pajak gagal terus
Hana Hanifah,5,2026-04-14 11:11:09,"perpanjang stnk jadi g perlu ribet, mantaps"
Didi Kurnadi,5,2026-04-14 11:08:17,moga pengiriman dipercepat klo bisa 2 hari aja pas pengajuan jgn 4 hari
Rama Putra,5,2026-04-14 10:39:04,"Pengalaman pertama bayar pajak motor bagi saya yang perantauan , aplikasi ini sangat membantu untuk kita membayar pajak, hanya mungkin karna pembayaran nya pas long weekend jadi proses 1 Minggu lebih lama . overall sangat membantu dan mempermudah kita dalam membayar pajak . Terima kasih banyak."
zidane milano,5,2026-04-14 10:25:55,sangat membantu terimakasih
Hadi Wibowo,5,2026-04-14 10:18:50,good pokoknya
Pipit Putri Pratiwi,5,2026-04-14 09:56:10,"sangat membantu sekali, prosesnya juga sangat mudah👍"
Sapto Febiyanto,5,2026-04-14 09:15:31,sangat membantu bgt ga cape2 ckup byr saja lngsung dikrim. jd ga buang2 wkt
Adi Irawan,5,2026-04-14 09:15:28,bagus
Fajar Marinoo,5,2026-04-14 09:14:40,mempermudah bagi yg TDK ada waktu buat ke Samsat. STNK dikirim pula ke rumah. tapiiiiiiiii... tambah biaya nya ya Allah..
Gilbert Manata,5,2026-04-14 08:28:38,mantap lahh
Hari Antasari,5,2026-04-14 08:21:29,Sangat membantu bayar pajak tahunan
Imam Syafii,5,2026-04-14 08:16:50,"bayar pajak sekarang sudah mudah dan enak,,kapanpun dan dimanapun bisa,tinggal tunggu dirumah STNK datang sendiri. Tapi kalau bisa untuk proses kepengurusannya bisa di percepat lagi,maximal 7 hari kerja,mohon bisa diperbaiki lagi untuk instansi terkait.."
kurniawan hudayanta,5,2026-04-14 08:06:23,aplikasi sangat membantu. gak perlu repot datang ke samsat. proses juga cepat
Imam Wahyudi,5,2026-04-14 07:36:55,membantu saya dalam melakukan pembayaran pajak. praktis dan efisien. Bravo SIGNAL
ibnu nurja dwi putra,1,2026-04-14 07:33:55,aplikasi ga jelas begini koq bisa ratingnya tinggi aneh
Dwi sulistiyo,3,2026-04-14 07:30:01,"Masih belum bisa biat pilih jasa kirim,, kirain setelah update sudah bisa,,ternyata masih sama,,"
Arfin Bahrhanza,4,2026-04-14 07:25:36,lumayan good attitude lah
Hiz Kyojin,1,2026-04-14 07:17:16,najis verifikasi gagal terus
bagas wicaksa,1,2026-04-14 06:47:48,"aplikasi tidak bisa dipakai sama sekali...gagal terus, CS juga gk nyambung""..."
Arjo Mtf depok jaya,5,2026-04-14 06:36:19,cara mudah bayar pajak kndaraan gak harus dtg ke samsat.bagi yg sibuk kerja.cukup pake aplikasi signal proses cpat dan aman.
albert ratana,1,2026-04-14 06:29:19,hati2 pakai aplikasi ini deh.. perpanjang stnk mobil.. sudah bayar.. sdh 32 hari .. status gantung masih di proses.. sudah email dan chat cs jg ga ad solusi..
Windi Rismawanti,5,2026-04-14 06:22:48,sangat membantu cuman satu hari STNK sudah di kirimkan
arif syarifudin,1,2026-04-14 06:15:39,ga jelas layanan gagal trus menghubungi live chat ga ad tanggapan🤦‍♂️🤦‍♂️
mahmud kusairi,5,2026-04-14 06:13:05,lagi download. verifikasi blm berhasil. tapi teman nyaranin pakai ini aplikasi
